,population,children,age,income,outage_sec_perweek,email,contacts,Yearly_equip_failure,tenure,MonthlyCharge,DummyTechie,DummyTechSupport,DummyMale,DummyFemale,DummyNonbinary
5532,1413,0,73,22773.12,7.184528,11,1,1,58.52603,197.4876,0,1,1,0,0
6823,352,3,22,14352.3,6.22605,12,1,1,43.28044,92.45514,0,0,1,0,0
9675,1433,3,37,48050.5,5.832515,13,2,1,68.4414,127.4783,0,0,1,0,0
6670,39078,2,29,46780.96,9.676296,14,1,0,61.80438,242.6326,0,0,1,0,0
9028,2087,0,58,4660.45,7.757951,14,0,2,42.59461,174.9919,0,1,1,0,0
9699,1112,0,28,16096.75,8.952419,10,1,0,46.86027,137.4392,1,0,0,1,0
5773,5864,0,82,38203.16,10.38934,7,1,0,59.1618,114.9728,0,0,1,0,0
9714,300,6,29,34372.77,12.2067,11,0,1,62.16781,277.6513,1,0,0,1,0
6904,13443,2,56,32105.56,7.467531,10,2,1,62.03353,182.447,1,1,0,1,0
1480,6447,1,35,14953.78,13.83450553,9,0,0,3.784962992,200.132293,1,0,0,1,0
7785,1735,0,51,42176.36,8.556186,7,0,1,63.86048,192.4567,0,1,0,1,0
9011,999,7,27,20750.19,8.547312,15,1,1,46.23456,220.1185,0,1,1,0,0
5957,47710,1,80,13467.9,9.857833,8,1,0,70.28188,137.4684,0,0,0,1,0
1089,61,0,40,64088.93,10.10186417,10,2,0,6.681362911,202.649979,0,0,1,0,0
819,11561,2,73,41717.46,7.544577618,10,2,0,1.525343103,232.652038,0,0,0,1,0
471,73,2,62,23165.82,11.06361355,10,2,0,14.68600159,172.44408,0,1,1,0,0
6891,240,7,18,17706.8,6.801333,4,2,1,68.17457,149.9598,1,0,1,0,0
9167,6570,1,74,125568.9,14.07128,8,0,0,50.8968,202.6829,0,1,0,1,0
4449,31178,3,62,32383.92,13.74408,6,2,0,3.033312,162.4689,1,1,1,0,0
7337,50,0,52,142974.0,5.192264,7,1,0,56.81197,142.4827,0,0,0,1,0
6256,2520,7,71,38323.22,9.037386,14,1,1,71.44432,202.4433,0,0,0,1,0
9400,383,0,42,25678.29,9.381688,11,0,0,41.17585,134.9801,0,0,0,1,0
2853,5622,1,37,27803.88,11.33707,6,1,0,9.546909,204.9496,0,1,1,0,0
6115,1268,0,24,5625.39,5.290061,7,2,0,61.72696,200.1185,1,1,1,0,0
8399,6823,0,65,52905.61,5.818841,14,0,1,62.23314,149.9447,0,0,1,0,0
9652,942,5,73,24437.16,13.14335,11,0,0,63.42586,177.4876,0,1,1,0,0
9371,919,2,80,15954.73,11.10415,6,1,0,47.04565,92.45514,0,0,1,0,0
784,1978,3,66,45427.24,9.862233728,13,1,1,2.968358466,114.950905,0,0,1,0,0
6036,10268,2,84,33896.9,15.97382,9,2,0,55.08862,149.9447,1,0,1,0,0
579,1110,4,26,15518.51,9.877572075,7,1,2,5.884557067,229.993134,0,1,1,0,0
5950,46581,2,43,20707.68,10.27233,11,1,1,66.17964,124.9607,0,0,0,1,0
2667,414,1,38,32982.82,14.32552,11,1,0,5.25157,127.4421,0,0,0,1,0
455,1301,2,25,18402.27,5.236234219,12,1,0,4.991605214,212.669463,0,0,0,1,0
6927,249,0,27,23589.3,10.77653,13,2,0,68.06711,182.4433,0,0,1,0,0
994,828,3,74,109366.11,9.309881954,16,0,0,5.011675804,225.131966,0,1,0,1,0
823,4102,3,64,47300.07,12.47369418,16,0,2,1.128335443,212.641455,0,1,0,1,0
4020,3417,4,57,52230.66,11.36485,13,1,0,8.334589,172.4885,0,1,0,1,0
1749,1443,1,77,37670.96,7.789802026,10,1,0,8.785452901,202.636202,0,1,0,1,0
4677,26131,10,34,63574.11,9.803773,9,0,0,4.533178,235.1591,0,1,1,0,0
534,160,1,59,1668.97,11.24744549,8,2,0,2.359067126,204.961033,0,0,1,0,0
6409,124,1,58,31973.73,10.86371,12,0,1,60.95034,154.9618,0,1,1,0,0
7463,1518,1,55,81149.0,6.209465,12,1,0,55.19347,162.4827,0,0,1,0,0
1508,898,2,54,33735.54,6.373342678,10,0,2,11.70414173,144.960655,0,0,1,0,0
3438,632,0,57,27127.11,11.67791,17,0,0,11.36757,210.1051,0,0,1,0,0
3462,1211,3,70,45662.68,7.832277,11,1,0,21.45305,162.5299,0,1,0,1,0
5239,160,2,61,70236.87,12.8524,11,0,0,66.08159,235.1417,0,1,0,1,0
4353,3709,1,41,18014.85,12.38772,14,1,0,6.463724,157.4836,0,0,0,1,0
3894,1457,0,31,28814.47,6.900384,13,0,0,28.2824,137.4836,0,0,0,1,0
4106,678,1,84,23618.18,5.769435,13,0,0,11.75829,245.132,0,1,1,0,0
5801,5237,0,21,212255.3,8.364859,10,0,1,58.50278,104.9629,1,0,0,1,0
4900,10395,1,77,19819.81,8.875116,9,1,1,15.35499,242.6435,0,1,1,0,0
2586,3417,10,42,20896.26,8.884262,14,1,0,3.771607,207.4974,1,1,1,0,0
8112,1319,3,84,7878.24,12.02012,8,0,0,53.89174,159.9349,0,0,1,0,0
2775,151,1,83,17993.91,13.45991,15,1,0,23.99384,172.4567,0,1,1,0,0
6490,225,3,28,35207.1,5.996711,15,1,1,68.47895,277.6375,0,1,1,0,0
9827,469,0,33,19805.69,13.9319,14,1,1,61.10676,127.4421,0,0,0,1,0
8314,728,5,85,65012.85,7.761601,16,2,0,60.70855,149.9483,0,1,0,1,0
2850,823,2,55,22066.61,6.458755,14,2,0,4.459993,222.6654,0,1,0,1,0
2468,1310,1,72,37908.68,6.985784,15,5,2,19.12428,187.6094,0,0,0,1,0
3847,266,1,19,28053.3,9.614567,13,2,0,10.42906,107.4958,0,0,1,0,0
2741,1406,1,81,22540.94,5.269672,14,0,0,7.193929,127.4421,0,0,0,1,0
9118,34744,1,60,25331.57,11.40933,14,0,0,69.93494,245.132,0,1,0,1,0
6797,5633,4,80,19171.71,5.713769,15,0,0,59.6738,117.4686,0,0,1,0,0
7742,1622,1,63,42849.02,6.856808,11,1,0,63.91757,192.4705,0,0,1,0,0
2807,393,2,37,14745.74,13.15573,14,0,0,3.890319,149.9928,0,1,0,1,0
5058,106,1,28,24475.2,7.660563,13,2,0,71.66261,207.6094,0,0,0,1,0
6040,25454,4,63,106634.6,14.12546,14,1,0,60.75598,184.9797,0,1,0,1,0
2384,29061,2,72,7079.02,8.082,11,1,0,14.21143,139.9349,0,0,0,0,1
1271,6450,2,72,27660.28,5.833716636,15,0,0,9.94963312,112.455141,0,0,1,0,0
6537,30178,0,72,2047.66,8.519817,8,0,1,47.1164,192.4404,1,0,1,0,0
5890,34381,2,49,65174.04,6.304058,12,2,1,46.55143,129.9621,0,0,1,0,0
3261,726,4,75,17202.87,10.43721,11,1,1,1.916489,174.9618,0,1,0,1,0
5099,11097,3,84,129137.2,12.77231,9,1,1,66.89101,162.497,0,0,0,1,0
6114,3245,1,24,23800.51,14.46492,14,1,0,67.99357,159.9476,0,0,0,1,0
7894,2275,3,51,76095.68,17.86153,13,0,0,52.21545,147.4893,1,1,0,1,0
4200,23618,2,54,36821.9,13.84738,15,1,1,1.474087,200.1465,0,0,0,1,0
1993,1765,0,36,16584.03,8.366713908,17,0,0,3.99171522,185.007692,1,0,0,1,0
5739,295,3,53,20041.91,10.74356,11,1,1,64.98806,162.4653,0,0,1,0,0
298,4926,4,82,76066.77,15.27146446,12,2,1,18.35541838,139.981577,0,0,1,0,0
5439,630,1,59,113028.1,11.3049,10,1,1,52.79234,129.9915,0,0,1,0,0
5409,300,3,82,9073.21,9.490555,14,0,0,59.21526,207.4754,0,1,0,1,0
2826,3417,0,64,14921.92,12.52668,12,1,1,10.93329,152.466,0,1,1,0,0
4383,90,1,55,45243.63,9.292863,14,0,3,22.98475,207.6094,0,0,0,1,0
513,12722,0,26,159315.5,10.08608649,13,0,1,13.65776694,232.62403,1,1,0,1,0
1205,533,3,22,11306.37,12.834729,9,1,0,5.441479864,232.637807,0,0,1,0,0
6753,391,3,72,77544.22,7.589851,14,0,0,63.30988,200.1185,0,1,1,0,0
8642,590,0,42,47735.26,12.50762,13,0,1,58.65575,220.1323,0,0,1,0,0
7247,7139,0,58,20991.61,8.098401,11,1,0,45.19194,172.4742,0,1,0,1,0
9245,3769,0,35,16490.9,11.19187,12,1,0,52.68435,197.4702,1,1,0,1,0
5052,247,1,87,68105.34,8.799767,10,3,0,65.15989,172.4742,0,1,1,0,0
6545,10025,0,66,15801.36,9.285369,14,1,1,60.18695,139.9512,0,1,1,0,0
7731,35270,1,30,20108.49,11.17686,18,1,0,46.98814,147.4783,0,0,0,1,0
8734,17,2,34,38594.57,11.81333,15,1,1,59.53457,152.4884,0,1,1,0,0
4042,41510,3,58,31936.02,16.85843,12,0,1,12.98383,184.967,1,1,1,0,0
8792,21,2,80,11491.42,10.49877,12,0,0,66.50713,230.1344,0,0,1,0,0
1382,16897,2,72,22070.09,16.15922157,13,2,0,4.891651665,130.024412,0,1,0,1,0
4857,4029,1,21,35775.82,12.08935,14,2,1,5.111844,207.4811,0,0,0,1,0
5766,1503,1,88,65204.61,10.77849,10,2,0,54.7075,114.9509,1,0,1,0,0
7286,561,2,86,41998.76,10.70391,9,0,0,46.21777,192.4705,0,0,0,1,0
8607,5924,3,84,73613.88,6.797028,14,0,0,70.40991,172.5034,0,1,0,1,0
3475,4,1,36,1616.02,8.845497,10,0,0,19.6617,214.9663,0,0,1,0,0
2442,6082,7,26,43467.62,10.48505,13,0,0,2.420905,222.6281,0,0,1,0,0
4411,86,1,29,37947.15,11.59418,14,2,0,4.055418,149.9928,0,1,0,1,0
9991,1378,0,52,30724.26,10.11667,11,3,0,55.49816,162.4526,0,0,1,0,0
106,2158,3,53,30550.42,8.124258176,18,1,0,10.77094687,245.128318,0,0,0,1,0
3882,4351,3,22,71998.04,10.97395,15,1,0,8.081693,230.1344,1,0,1,0,0
2670,702,1,56,83923.73,11.80835,12,1,0,15.06815,119.9897,0,1,0,1,0
4835,27819,3,19,28022.35,14.58334,14,0,1,13.11297,207.4673,0,1,0,1,0
569,2223,0,22,6769.7,15.39425705,13,1,0,14.17620441,172.487091,0,0,0,1,0
5214,913,3,31,45747.52,5.898074,10,1,0,56.51532,182.4676,0,0,0,1,0
6460,24,1,37,84100.24,8.571661,15,2,1,55.74968,152.466,0,1,0,1,0
3779,1926,2,67,26317.3,11.67333,17,3,0,17.16447,245.1283,0,0,0,1,0
7837,5325,2,64,53254.75,9.496587,19,0,0,65.2394,242.6326,0,0,0,1,0
1817,6947,1,44,46705.86,11.10048066,9,2,0,9.984220981,102.474625,0,0,1,0,0
5683,18586,1,56,19230.44,8.723478,13,2,0,47.55305,169.9447,0,0,1,0,0
1678,6279,0,49,39225.15,9.296558028,14,2,0,6.525380768,179.965581,0,1,0,1,0
1216,13961,0,23,15002.6,8.508595449,13,1,0,10.08463748,182.467607,1,0,1,0,0
4766,8219,1,23,93748.65,12.10227,17,1,1,4.370713,220.1185,1,1,0,0,1
7371,259,0,57,4547.32,9.775597,18,1,0,61.45515,207.4974,0,1,1,0,0
9059,163,3,41,46184.74,15.47722,13,0,0,61.85639,147.4783,0,0,0,1,0
5560,1040,10,73,7780.59,6.963307,11,1,0,43.29451,179.9476,1,0,0,1,0
6738,822,2,89,16372.68,8.403803,11,2,1,71.8851,214.9663,0,0,0,1,0
2394,42116,1,20,77894.5,7.663075,9,2,0,5.533288,162.497,0,0,1,0,0
988,16228,2,63,23162.08,10.53236725,9,1,0,1.692982143,229.993134,0,1,0,1,0
8200,1280,3,59,68057.33,7.711873,13,2,1,49.67473,169.9741,0,0,0,1,0
8336,115,4,18,16151.73,7.692979,9,1,1,60.45695,222.6281,0,0,0,1,0
4439,197,1,72,61617.28,8.865023,8,1,0,4.849803,182.4833,0,1,1,0,0
6317,1210,0,84,15037.87,9.378955,11,0,0,65.08131,114.9728,0,0,0,1,0
9851,10729,0,31,33331.31,10.77217,14,2,0,58.40532,142.5007,0,1,1,0,0
1023,5278,1,75,14508.23,5.862004423,14,1,0,8.846951024,157.483594,0,0,1,0,0
928,1242,3,20,23773.72,5.965254402,4,0,0,5.425068599,275.133571,0,0,1,0,0
4795,24325,1,24,50335.96,13.16758,14,1,0,7.041709,215.1591,1,1,1,0,0
5526,3716,0,50,13238.2,12.39145,6,1,0,68.68481,207.6094,0,0,1,0,0
7716,2536,1,30,90857.99,13.13159,9,2,1,66.20027,140.0049,1,1,0,1,0
8854,2475,3,53,3196.26,9.954987,14,2,1,71.53606,172.4404,1,0,1,0,0
3643,21765,3,28,47854.43,11.04991,16,1,1,11.6573,162.4713,0,1,1,0,0
5105,10805,3,81,13662.88,12.01335,11,1,0,50.85526,147.4783,1,0,1,0,0
9980,9339,0,43,31178.25,4.223341,14,3,0,54.05623,172.4705,1,0,1,0,0
9657,0,0,35,71970.6,8.50051,15,3,0,63.48022,197.4702,0,1,0,1,0
7482,413,1,25,40583.58,7.543264,9,1,0,65.02015,222.6609,1,1,0,1,0
1204,1444,0,81,40661.06,2.516745112,12,1,0,9.028422616,95.019486,0,0,1,0,0
7796,56233,1,51,21397.92,11.24765,16,1,0,66.8679,287.6427,0,1,1,0,0
7850,30274,0,67,27898.0,9.538151,10,1,0,66.01153,222.6281,1,0,0,1,0
1315,86,0,21,43889.69,8.332567184,14,1,0,9.141192423,129.976324,0,0,0,1,0
7303,2465,3,27,80551.29,10.48875,13,1,0,49.26265,114.9509,0,0,0,1,0
9159,597,3,23,66034.48,10.30581,13,1,0,69.82129,162.497,0,0,0,1,0
3746,38,0,22,15905.44,12.18608,18,1,0,5.962119,287.6427,0,1,0,1,0
9779,31,1,32,10121.38,9.247619,13,0,0,46.55588,162.4713,0,1,1,0,0
6472,1530,3,61,15422.66,9.400629,14,1,1,67.73639,222.6326,0,0,1,0,0
9685,1236,1,21,118340.8,10.53369,18,1,1,58.53134,177.4876,0,1,1,0,0
9874,201,0,62,5629.62,8.395973,12,3,0,67.9048,127.4958,0,0,0,1,0
1478,8538,4,71,22183.52,15.26331077,15,2,1,12.42216588,149.984492,0,0,1,0,0
3284,1454,1,18,44641.21,11.64702,9,0,1,1.932645,172.4705,0,0,1,0,0
6325,6570,0,32,67872.22,14.48232,12,1,1,53.02286,129.9915,1,0,1,0,0
9690,28006,0,21,26162.53,12.50068,15,0,0,48.07729,129.995,0,1,0,1,0
9701,263,1,68,33362.41,11.7914,17,0,0,55.23911,162.4713,1,1,0,1,0
6775,32737,1,67,67334.21,8.552474,13,2,0,66.3883,172.4624,0,0,0,1,0
4105,45596,3,28,17931.97,6.216824,13,0,1,27.47595,255.1198,1,1,0,1,0
3196,31560,3,20,7657.12,10.24791,12,0,0,3.052755,149.9778,0,1,0,1,0
1125,23835,1,25,41446.86,7.990639758,9,1,0,3.475168025,159.965008,0,0,0,1,0
7420,19345,0,69,46403.85,8.293686,12,3,0,71.25511,187.4811,0,0,1,0,0
2474,2709,4,83,37471.31,9.731762,8,1,0,2.464275,174.9768,0,1,1,0,0
7889,276,3,80,31450.16,8.52111,12,1,1,68.31311,262.6106,0,0,0,1,0
1,10446,1,27,21704.77,11.69907956,12,0,1,1.156680997,242.632554,1,0,0,1,0
5811,12153,3,32,58057.2,10.74677,8,2,2,44.89823,194.9768,0,1,0,1,0
5828,410,0,23,23704.58,9.787662,13,0,1,71.30912,235.1884,0,1,1,0,0
555,74971,1,88,62359.81,10.26897415,15,0,0,7.604093453,162.482694,1,0,0,1,0
7858,12802,3,29,28282.29,7.430044,12,2,1,49.86477,242.6143,0,1,0,1,0
7161,140,0,82,5563.7,8.923942,12,1,0,40.62433,169.9741,0,0,1,0,0
465,17576,0,18,101000.3,11.26553266,10,0,1,14.58066686,149.944668,0,0,1,0,0
9730,324,3,49,57050.83,9.601905,11,1,1,48.38976,107.4806,1,0,0,1,0
733,1315,1,27,57938.27,8.788051372,10,0,0,6.050060777,139.965008,0,0,1,0,0
3804,2065,0,57,12181.61,12.17617,13,0,0,12.00591,192.4404,1,0,0,1,0
9222,1067,2,47,35476.64,7.915823,10,2,0,68.00557,162.4713,0,1,0,1,0
2919,1075,1,88,29321.73,9.702895,11,1,2,3.109148,194.9699,0,1,1,0,0
2304,13587,2,53,34994.57,7.96371,10,1,1,12.69435,194.9768,1,1,0,1,0
4874,7265,0,87,107772.3,2.198831,16,0,1,1.112412,232.6415,1,1,0,1,0
5103,5557,2,30,26634.93,11.30136,10,1,0,58.51566,184.967,1,1,0,1,0
1568,779,4,34,10934.28,7.493478513,14,0,0,8.926271021,159.964152,0,0,0,1,0
7884,3137,0,86,55580.57,10.55807,9,0,0,51.08011,124.9781,0,0,0,1,0
7585,53,3,65,109653.3,7.742003,8,0,1,71.76063,162.4538,0,1,0,1,0
6993,8965,0,35,22692.45,12.29288,17,0,0,69.39989,137.4686,0,0,0,0,1
9498,34639,4,36,5951.1,5.72361,9,3,0,59.54373,217.4702,0,1,0,0,1
975,2278,0,23,7211.12,8.482888636,13,0,0,7.918062789,152.479779,1,0,1,0,0
8032,3853,0,75,29611.97,12.17266,13,0,1,58.17852,255.1336,0,0,1,0,0
5513,802,0,64,16836.27,6.238726,13,3,0,55.0447,169.9447,0,0,0,1,0
6312,8397,6,82,48976.94,7.558605,15,0,1,42.68533,104.9643,0,1,1,0,0
1639,13970,1,75,9267.97,13.55747919,8,0,0,12.17994263,232.637807,0,0,0,1,0
7341,1347,1,25,36116.64,5.542608,9,2,0,63.64732,172.4555,0,0,1,0,0
4068,556,1,40,21018.6,8.416539,15,1,0,13.14021,187.6094,0,0,0,1,0
5694,690,1,67,91971.88,9.063775,12,0,0,63.15946,149.9776,0,1,0,1,0
5577,772,0,44,95564.57,8.103596,10,3,0,59.86174,142.5007,0,1,0,1,0
9847,1067,1,29,35520.25,9.687118,15,0,0,66.15837,127.4783,1,0,0,1,0
6792,12415,1,67,12963.69,11.54196,15,3,0,51.01884,147.4713,0,0,1,0,0
6439,2114,1,49,47512.7,10.18517,8,1,0,58.70772,139.9349,1,0,0,1,0
3886,1256,6,74,60135.44,8.589777,13,1,1,5.257695,204.9634,1,0,1,0,0
2584,2309,0,54,41212.98,11.74908,16,2,0,11.59627,202.6362,0,1,1,0,0
1848,558,0,78,11667.32,12.32023424,8,2,1,1.360201959,204.963371,1,0,1,0,0
2478,3347,1,74,75295.21,12.49263,7,0,0,20.13722,217.484,0,0,0,1,0
9619,35799,1,36,68930.4,8.460713,14,1,0,64.90439,139.9678,0,1,1,0,0
2569,16398,4,81,65315.4,9.956429,12,0,0,3.765838,137.4686,0,0,0,1,0
4807,26545,2,64,20954.8,12.6649,7,0,0,5.067354,220.1323,0,0,0,1,0
6576,2565,8,24,5881.96,8.421673,8,2,0,63.097,172.4555,1,0,0,1,0
3318,178,2,27,49672.91,11.93478,16,1,0,2.138986,129.9598,0,0,1,0,0
9900,1367,1,56,80884.8,9.470531,10,1,1,50.88709,132.4798,0,0,1,0,0
7090,728,2,58,39103.7,3.597954,17,2,0,43.6544,159.9512,0,1,0,1,0
1169,1925,7,57,41210.5,10.59857436,12,1,1,3.816472249,152.44408,1,1,0,1,0
5859,15535,0,30,20273.75,10.7285,14,1,0,47.78655,172.4441,0,1,1,0,0
6973,42042,3,88,22354.8,10.55487,13,2,0,57.94661,117.4858,0,0,0,1,0
195,13287,1,31,23424.88,14.95912113,12,2,1,3.226996711,210.12704,0,0,1,0,0
8267,12389,1,62,20921.95,8.623899,10,0,1,54.68337,245.1457,0,0,0,1,0
1648,825,1,63,18571.0,8.044259405,11,2,1,4.300271811,204.963371,0,0,0,1,0
1166,3989,3,35,56014.49,7.523463124,14,1,0,17.39605821,175.133074,0,0,0,1,0
7392,2945,3,27,46593.83,10.52806,10,1,0,61.95264,127.4958,0,0,0,1,0
2049,14267,1,51,34531.07,10.73901,9,0,0,13.37596,230.1051,0,0,0,1,0
3111,1066,8,86,58668.34,9.852216,11,1,1,15.41267,162.4689,0,1,1,0,0
2368,2370,0,67,11720.58,10.40504,8,0,1,10.85537,222.65,0,0,0,1,0
6468,13088,2,81,32891.71,6.83233,17,0,1,60.88203,197.6288,0,0,0,1,0
5633,36441,8,39,58807.77,10.7472,13,0,0,46.30619,137.4872,0,1,1,0,0
9797,37,0,22,38224.65,15.69873,14,0,0,45.44227,182.4538,0,1,0,1,0
9392,6604,4,68,62554.29,10.73749,11,1,0,50.67652,235.1372,0,1,1,0,0
3991,7714,2,30,22227.6,10.05201,11,1,0,1.399445,159.9794,0,0,0,1,0
4376,16785,0,42,33471.07,11.92715,13,1,0,6.708628,197.4702,0,1,0,1,0
7519,372,1,77,36614.77,7.994158,13,0,0,51.73839,182.447,0,1,1,0,0
8583,987,0,31,20213.18,12.46116,11,2,1,64.34133,104.9923,0,0,1,0,0
5065,30662,8,72,50092.12,10.4055,15,0,0,61.32409,159.9642,0,0,0,1,0
8053,210,3,42,15872.42,9.143699,13,2,0,66.78392,194.9581,0,0,0,1,0
2612,39227,0,56,17595.76,5.549034,9,2,1,14.86158,159.9512,0,1,1,0,0
8428,15326,1,55,93186.26,8.332958,10,2,1,47.52483,117.4858,1,0,0,1,0
7438,1111,1,63,8460.1,4.95574,13,0,1,62.281,242.6106,0,0,0,1,0
3839,14440,4,69,78568.26,12.7259,11,0,0,12.31648,112.4551,0,0,1,0,0
3902,9836,2,40,57182.71,10.54632,16,0,0,1.302103,160.0013,0,0,1,0,0
4295,36923,3,45,41973.28,10.61869,8,0,0,19.48354,137.4392,1,0,1,0,0
8839,8979,1,41,58545.72,7.854625,14,0,1,60.93346,164.967,0,1,1,0,0
9003,776,4,66,107207.5,12.18807,13,1,0,59.6293,187.656,0,0,1,0,0
1526,8381,0,58,47034.88,8.929622575,13,1,0,12.94334524,149.944668,0,0,0,1,0
4468,5849,1,49,110960.3,6.418039,14,1,0,9.790274,137.4392,0,0,0,1,0
2909,1692,1,22,17241.1,9.959938,13,2,1,16.42222,217.4725,0,1,1,0,0
9883,2031,0,30,25746.6,12.56374,15,1,2,40.93141,129.9621,0,0,1,0,0
1430,725,1,86,29315.24,7.420757697,10,3,0,10.27733324,270.160419,0,1,1,0,0
8418,32013,0,70,46656.47,14.89582,8,1,0,70.59181,164.9853,0,0,1,0,0
7025,1349,0,50,45617.43,9.342874,13,0,0,69.70806,144.9889,0,1,1,0,0
7469,528,0,62,89413.31,7.765869,7,0,0,48.53271,159.9512,0,1,1,0,0
439,22,2,43,31920.88,14.02031408,10,2,1,10.27782059,207.49737,0,1,1,0,0
3693,2435,1,78,66253.35,7.499925,9,0,0,1.866832,149.9707,1,1,1,0,0
1937,10963,1,24,137589.2,11.29289964,10,2,0,11.04013684,159.983006,0,1,1,0,0
6389,21131,1,71,29077.39,14.62681,13,4,0,50.30252,222.6609,0,1,0,1,0
6735,6100,0,75,34353.22,12.84171,12,2,0,46.95877,137.4392,0,0,0,1,0
2356,1090,4,49,64697.57,9.326198,15,1,0,8.327722,124.9935,0,1,0,1,0
8570,256,1,20,34759.58,6.229531,8,2,0,38.84886,117.4872,0,1,0,1,0
3639,18301,4,66,42965.51,7.92766,8,3,0,23.28091,117.4835,0,0,1,0,0
1515,5981,0,71,5902.12,8.501483623,10,2,0,5.68349814,232.62403,0,1,1,0,0
1347,56765,2,39,11435.62,8.931385159,14,0,0,3.135848347,127.488728,0,0,1,0,0
6382,2000,0,60,33211.59,9.640534,13,1,0,44.58913,222.65,0,0,0,1,0
4615,25328,3,75,51379.67,6.454722,10,0,0,12.04581,240.1149,0,0,1,0,0
3655,45763,2,22,46991.33,11.70459,14,0,0,28.31146,114.9658,0,0,1,0,0
1827,1536,0,34,37667.37,8.337747682,8,1,0,6.624439911,262.610632,0,0,0,1,0
1150,34784,0,43,39585.8,8.280154685,17,2,2,17.67252758,104.97808,0,0,0,1,0
9286,249,1,25,15959.11,5.730845,13,0,0,48.66437,162.447,1,1,0,0,1
4061,440,1,39,126678.4,12.27527,16,3,0,20.25956,194.9581,0,0,0,1,0
4619,4277,1,20,15200.71,9.12824,11,1,0,12.22703,127.4421,0,0,1,0,0
5304,22,2,82,30980.48,11.42347,12,0,0,69.54744,159.9942,0,0,1,0,0
807,1024,3,52,6914.4,1.180258979,13,2,1,8.360649713,92.455141,0,0,1,0,0
3293,4959,2,83,24322.13,10.46718,8,3,1,7.266887,147.4738,1,0,1,0,0
5964,13568,1,69,22004.51,10.34204,11,1,0,52.70133,194.9699,0,1,1,0,0
3399,316,0,66,53519.74,9.550764,12,1,0,5.996824,252.6378,1,0,0,0,1
9297,657,3,77,24188.94,15.07977,9,1,0,64.40902,132.4798,0,0,1,0,0
5107,8239,1,73,38322.59,4.529435,11,4,0,42.36505,172.4705,0,0,0,1,0
2641,3231,4,88,6742.39,10.33351,14,0,0,10.00949,139.9816,0,0,1,0,0
9501,2027,0,67,37460.94,6.05702,14,0,1,65.44538,204.9634,0,0,0,1,0
2046,30556,0,54,32075.69,11.47946,10,0,0,19.50558,174.9755,1,0,1,0,0
4908,1084,10,85,39001.57,11.88584,13,1,0,12.00948,287.6427,0,1,0,1,0
8956,6470,1,67,81716.87,9.837735,15,1,1,61.17571,220.1615,1,0,0,0,1
2702,17879,4,68,22041.71,10.00097,14,3,0,9.436909,149.9598,0,0,1,0,0
268,16395,3,19,10701.11,9.753145376,19,0,1,7.425503428,220.114868,0,0,0,1,0
7294,84,8,72,97539.36,11.7725,12,1,0,69.81825,265.147,0,1,1,0,0
317,659,1,49,26391.1,14.04061351,10,1,0,14.09942339,220.118516,0,1,1,0,0
6066,1179,1,24,25042.36,4.190636,13,1,0,71.7248,192.4885,0,1,0,1,0
2237,385,0,58,33109.91,8.727294,13,0,1,2.493434,127.482,0,1,0,0,1
9172,290,4,56,11345.68,9.360835,13,5,0,66.27924,162.4538,0,1,1,0,0
5451,34100,9,60,10521.06,5.310665,11,1,0,65.04596,184.967,0,1,0,1,0
5016,7104,2,58,46059.68,8.198304,13,1,0,55.11148,162.4818,0,0,0,1,0
8953,2771,8,87,30081.47,11.67478,7,1,0,46.41634,114.9658,0,0,1,0,0
3113,35061,0,65,52918.39,9.716777,13,1,0,20.51646,127.525,0,0,0,1,0
9097,36,7,47,51223.48,11.63648,17,1,0,64.74166,232.624,0,1,1,0,0
9210,46418,3,75,32340.98,9.804896,18,0,1,57.31788,134.9509,0,0,0,1,0
5924,1347,4,58,103476.1,11.29179,8,3,0,52.89423,139.965,0,0,0,1,0
8713,4300,1,81,65542.94,10.28049,14,1,1,58.46541,149.989,0,0,1,0,0
7421,6888,1,87,113865.7,4.984025,20,0,0,41.37315,129.9598,0,0,0,1,0
5945,3456,1,87,100352.4,12.43326,13,3,0,58.66502,114.9838,0,1,0,1,0
824,318,2,47,42440.36,14.81572883,14,2,0,5.691421867,154.975543,0,0,0,1,0
9527,8140,3,25,35159.56,9.592787,14,0,0,64.68955,197.4945,1,1,1,0,0
8201,12768,1,35,27361.32,10.27532,9,1,0,56.78051,134.9509,0,0,1,0,0
7412,1686,0,81,25971.15,14.92648,8,1,0,64.63454,127.4738,0,0,0,1,0
7194,2413,0,20,18552.63,9.510354,8,2,1,67.29113,187.4847,1,1,0,1,0
2518,865,1,32,67354.4,6.965079,10,2,1,17.91527,149.9447,0,0,1,0,0
5066,1336,0,30,27824.15,12.13663,13,0,0,42.74672,245.147,0,1,0,1,0
2867,1430,1,76,71560.17,8.989551,12,2,0,13.96391,139.9512,0,1,1,0,0
5880,8658,4,89,37652.91,14.06726,15,1,1,71.80429,137.4686,0,0,1,0,0
7959,20435,1,25,12097.74,13.72727,14,2,0,48.98259,157.4836,0,0,1,0,0
4650,11634,4,87,50636.27,13.78311,13,0,2,2.605757,172.4733,0,1,1,0,0
1364,33049,4,72,12704.28,12.02547979,12,0,0,2.876901531,275.119794,1,1,1,0,0
9054,186,0,38,21939.65,12.72643,8,2,0,66.42219,242.6435,0,1,0,1,0
